conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1839454860183212145,Thu Sep 26 23:59:48 +0000 2024,0,Get Your Free Gift! Get the Shein App！ Please accept my invitation so I can earn my free gift! https://t.co/n9DAQrRgfe,1839454860183212145,,,en,,0,0,0,https://x.com/Dani_JLS/status/1839454860183212145,288393429,Dani_JLS
1839454660182110281,Thu Sep 26 23:59:01 +0000 2024,0,Can you help me out? I am trying to get a free gift. Hello friends I need your help to click this link below to get more puppy snacks for my new pet!! https://t.co/QTkkUiErho,1839454660182110281,,,en,,0,0,0,https://x.com/NelsonGalv60972/status/1839454660182110281,1824013701269401603,NelsonGalv60972
1839454556607975464,Thu Sep 26 23:58:41 +0000 2024,0,My YouTube Channel has partnered with Live Play Bingo. Live Play Bingo has 24/7 Live Host free to play amazon gift card giveaway every single hour. Download today to learn how to play. Download App - https://t.co/oc9OaOrvVu #ad #sponsored,1839454577478791331,,DealsandStealsX,en,"Orlando, FL",0,0,0,https://x.com/DealsandStealsX/status/1839454577478791331,1718276281488269312,DealsandStealsX
1839454433794531461,Thu Sep 26 23:58:07 +0000 2024,0,Get Your Free Gift! Get the Shein App！ Please accept my invitation so I can earn my free gift! https://t.co/Oj2RcZWWMC,1839454433794531461,,,en,,0,0,0,https://x.com/BeJeMaJeKoLoveU/status/1839454433794531461,431716221,BeJeMaJeKoLoveU
1839454424294699333,Thu Sep 26 23:58:04 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/1B2pX8qAef,1839454424294699333,,,en,,0,0,0,https://x.com/theRealErin_L/status/1839454424294699333,3009105312,theRealErin_L
1839454122082435095,Thu Sep 26 23:56:52 +0000 2024,0, Love lifted me Love lifted me When nothing else could help Love lifted me. Salvation is a free gift through Jesus Christ. Give the Lord Praise - Thank you God! ️ Love Lifted Me | Acoustic | Encounter Music https://t.co/Fsw0LpGKyb via @YouTube,1839454122082435095,,,en,Canada 🇨🇦,0,0,0,https://x.com/Farmhouse128482/status/1839454122082435095,1759780503475965952,Farmhouse128482
1839453962920943949,Thu Sep 26 23:56:14 +0000 2024,0,9月27日の楽天ランキング9位! Dr.Jart+ リニューアル リカバー シカペアタイガーグラスカラーコレクティングトリートメントクリーム 50ml (+free gift) / シカペアCCTクリーム 価格：2720円 https://t.co/ACXkYu7V5u,1839453962920943949,,,ja,,0,0,0,https://x.com/hanguokosu41851/status/1839453962920943949,1690270337416810496,hanguokosu41851
1839452240991732205,Thu Sep 26 23:49:24 +0000 2024,0,Can you help me get free gift and big pack of fish food? https://t.co/xpRxqxSGyU,1839452240991732205,,,en,"Georgia, USA",0,0,0,https://x.com/BrendaPlymel/status/1839452240991732205,931676373898481672,BrendaPlymel
1839452152386728074,Thu Sep 26 23:49:03 +0000 2024,0,Can you help me get free gift and big pack of fish food? https://t.co/1WRtKcKQzG,1839452152386728074,,,en,"Georgia, USA",0,0,0,https://x.com/BrendaPlymel/status/1839452152386728074,931676373898481672,BrendaPlymel
1839452075044024579,Thu Sep 26 23:48:44 +0000 2024,0,Can you help me get free gift and big pack of fish food? https://t.co/jKmsURA7pb,1839452075044024579,,,en,"Georgia, USA",0,0,0,https://x.com/BrendaPlymel/status/1839452075044024579,931676373898481672,BrendaPlymel
1839451911247855707,Thu Sep 26 23:48:05 +0000 2024,1,That time of year is coming again! It's time to Shift into Winter!️ Come out to the @nitroshockey game SUNDAY NIGHT at the #KimberleyBC Civic Center to p/u some free safe driving goodies &amp; get the chance to win a winter gift basket of treats! #ShiftintoWinter! @TranBCRockyMtn https://t.co/EvAYZWCFwk,1839451911247855707,https://pbs.twimg.com/media/GYcLv5RboAAawTE.jpg,,en,"Cranbrook, British Columbia",0,0,1,https://x.com/MainroadEastK/status/1839451911247855707,966350766,MainroadEastK
1839451553654255838,Thu Sep 26 23:46:40 +0000 2024,0,Can you help me out? I am trying to get a free gift. Hello friends I need your help to click this link below to get more puppy snacks for my new pet!! https://t.co/Dj5qcMrPzU,1839451553654255838,,,en,,0,0,0,https://x.com/cangeline586/status/1839451553654255838,1647889502789324802,cangeline586
1839451529046335932,Thu Sep 26 23:46:34 +0000 2024,0,Can you help me out? I am trying to get a free gift. Hello friends I need your help to click this link below to get more puppy snacks for my new pet!! https://t.co/Dj5qcMrPzU,1839451529046335932,,,en,,0,0,0,https://x.com/cangeline586/status/1839451529046335932,1647889502789324802,cangeline586
1839451345482621284,Thu Sep 26 23:45:50 +0000 2024,0,Can you help me out? I am trying to get a free gift. Hello friends I need your help to click this link below to get more puppy snacks for my new pet!! https://t.co/074YHAASv4,1839451345482621284,,,en,Republic of the Philippines,0,0,0,https://x.com/SachiSamara/status/1839451345482621284,1245993629664997378,SachiSamara
1839451060840366138,Thu Sep 26 23:44:42 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/uIpDsp0vij,1839451060840366138,,,en,"Fort Fun, Indiana  ",0,0,0,https://x.com/Thom_withanH/status/1839451060840366138,176670232,Thom_withanH
1839450906863255892,Thu Sep 26 23:44:06 +0000 2024,0,Can you help me out? I am trying to get a free gift. Hello friends I need your help to click this link below to get more puppy snacks for my new pet!! https://t.co/Q9JCtkNmDj,1839450906863255892,,,en,somewhere ,0,0,0,https://x.com/suga210610/status/1839450906863255892,1540696308997992455,suga210610
1839450150860939345,Thu Sep 26 23:41:05 +0000 2024,0,Get Your Free Gift! Get the Shein App！ Please accept my invitation so I can earn my free gift! https://t.co/OHApwgQ7nJ,1839450150860939345,,,en,,0,0,0,https://x.com/rAjUlama1994/status/1839450150860939345,1540171859517652993,rAjUlama1994
1839449930508951927,Thu Sep 26 23:40:13 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/zP2dNkDOIc,1839449930508951927,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839449930508951927,1831519994435248128,hampton_ch16617
1839449911512764851,Thu Sep 26 23:40:08 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/vEHXYxL4tX,1839449911512764851,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839449911512764851,1831519994435248128,hampton_ch16617
1839449896849441008,Thu Sep 26 23:40:05 +0000 2024,9,Explore this gift article from The New York Times. You can read it for free without a subscription. The dangers of @realDonaldTrump from those who know him. https://t.co/OJdy2z3rjf,1839449896849441008,,,en,In your dreams...,3,1,7,https://x.com/RCdeWinter/status/1839449896849441008,41207820,RCdeWinter
1839449849496027599,Thu Sep 26 23:39:54 +0000 2024,0,Can you accept my invitation so that I can get a free gift? https://t.co/XsoIVWB95s,1839449849496027599,,,en,,0,0,0,https://x.com/anemo_21/status/1839449849496027599,1403563761999368193,anemo_21
1839449817988386873,Thu Sep 26 23:39:46 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/vEHXYxLCjv,1839449817988386873,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839449817988386873,1831519994435248128,hampton_ch16617
1839449724346392856,Thu Sep 26 23:39:24 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/ZSpUufNgh2,1839449724346392856,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839449724346392856,1831519994435248128,hampton_ch16617
1839449698186244114,Thu Sep 26 23:39:18 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/L3Cwg4TcoC,1839449698186244114,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839449698186244114,1831519994435248128,hampton_ch16617
1839449667479973936,Thu Sep 26 23:39:10 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/SMnmwU8uyx,1839449667479973936,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839449667479973936,1831519994435248128,hampton_ch16617
1839449490442653808,Thu Sep 26 23:38:28 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/ossiZGy6Kj,1839449490442653808,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839449490442653808,1831519994435248128,hampton_ch16617
1839449428371054687,Thu Sep 26 23:38:13 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/ak7VYGqvhe,1839449428371054687,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839449428371054687,1831519994435248128,hampton_ch16617
1839449358749909466,Thu Sep 26 23:37:57 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/W4MbPq4PYi,1839449358749909466,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839449358749909466,1831519994435248128,hampton_ch16617
1839449146148974925,Thu Sep 26 23:37:06 +0000 2024,0,Can you accept my invitation so that I can get a free gift worth up to $80?You can actually get them for free! I've got 2 free gift(s) valued at $5.00 in total. Search my code in Temu or tap my link to download &amp; accept my invite 281667393 https://t.co/FFBVkST1Om,1839449146148974925,,,en,"Brooklyn, NY",0,0,0,https://x.com/CoreyGr98610842/status/1839449146148974925,955229371761119234,CoreyGr98610842
1839448702827589759,Thu Sep 26 23:35:20 +0000 2024,0,Can you accept my invitation so that I can get a free gift worth up to $80? I've got 4 free gift(s) valued at $26.29 in total. Search my code in Temu or tap my link to download &amp; accept my invite 306772410 https://t.co/cayEpqboYI,1839448702827589759,,,en,,0,0,0,https://x.com/404ba251213046d/status/1839448702827589759,2783873475,404ba251213046d
1839448418239840604,Thu Sep 26 23:34:12 +0000 2024,0,Can you accept my invitation so that I can get a free gift worth up to $80? I've got 4 free gift(s) valued at $26.29 in total. Search my code in Temu or tap my link to download &amp; accept my invite 306772410 https://t.co/mkYVvwiaWS,1839448418239840604,,,en,,0,0,0,https://x.com/404ba251213046d/status/1839448418239840604,2783873475,404ba251213046d
1839448225750855681,Thu Sep 26 23:33:26 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/fGuYydXJ2h,1839448225750855681,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839448225750855681,1831519994435248128,hampton_ch16617
1839448021119201660,Thu Sep 26 23:32:38 +0000 2024,0,Can you take the gift and accept my invitation? Only 2 steps take your free gifts from top-notch activity TEMU Free Gifts and help me get mine! https://t.co/jZ5PzZFD8U,1839448021119201660,,,en,"Richmond, IN",0,0,0,https://x.com/hampton_ch16617/status/1839448021119201660,1831519994435248128,hampton_ch16617
